SiteNumber,Type,LocationID,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,ARPLatitudeS,Latitude,ARPLongitudeS,Longitude,Elevation,ChartName,ActiviationDate,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights
50097.5*C,SEAPLANE BASE,Z78,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,CHIGNIK,CHIGNIK BAY,PU,PU,202664.198,56.29561056,570245.327,-158.4014797,0,KODIAK,,N,N,N,N
50097.51*A,AIRPORT,KCL,AAL,NONE,AK,ALASKA,LAKE AND PENINSULA,AK,CHIGNIK LAGOON,CHIGNIK LAGOON,PU,PU,202719.475,56.31096528,570724.15,-158.5344861,25,KODIAK,,N,N,N,Y
50097.54*A,AIRPORT,A79,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,CHIGNIK LAKE,CHIGNIK LAKE,PU,PU,202519.645,56.25545694,571600.195,-158.7778319,50,COLD BAY,9/1/1974,N,N,N,Y
50099.*A,AIRPORT,CZN,AAL,NONE,AK,ALASKA,VALDEZ-CORDOVA,AK,CHISANA,CHISANA,PU,PU,223458.3,62.07175,511377.66,-142.04935,3348,ANCHORAGE,11/1/1949,N,N,N,Y
50101.*A,AIRPORT,CZO,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,CHISTOCHINA,CHISTOCHINA,PU,PU,225224.4,62.56233333,520820.8,-144.6724444,1860,ANCHORAGE,11/1/1949,N,N,N,N
50103.*A,AIRPORT,CXC,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,CHITINA,CHITINA,PU,PU,221699.53,61.58320278,519947.29,-144.4298028,556,ANCHORAGE,7/1/1962,N,N,N,Y
50104.37*A,AIRPORT,9A3,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,CHUATHBALUK,CHUATHBALUK,PU,PU,221684.6,61.57905556,573176.3,-159.2156389,243,MC GRATH,1/1/1988,,,,Y
50104.45*A,AIRPORT,AK24,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,CHUGIAK,HILLTOP,PR,PR,221104.3,61.41786111,537982.16,-149.4394889,420,ANCHORAGE,,N,N,N,N
50106.5*A,AIRPORT,CRC,AAL,NONE,AK,ALASKA,UPPER YUKON,AK,CIRCLE,CIRCLE CITY,PU,PU,236980.5,65.82791667,518674.31,-144.0761972,613,DAWSON,2/1/1988,,,,
50108.*A,AIRPORT,CHP,AAL,NONE,AK,ALASKA,UPPER YUKON,AK,CIRCLE HOT SPRINGS,CIRCLE HOT SPRINGS,PU,PU,235749.265,65.48590694,520602.065,-144.6116847,870,DAWSON,9/1/1947,N,N,N,
50108.1*C,SEAPLANE BASE,96AK,AAL,NONE,AK,ALASKA,KENAI PENINSULA,AK,CLAM GULCH,HACKNEY LANDING,PR,PR,217036.02,60.28778333,544846.04,-151.3461222,208,SEWARD,4/1/2006,,,,
50108.3*A,AIRPORT,CLP,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,CLARKS POINT,CLARKS POINT,PU,PU,211801.3,58.83369444,570705.8,-158.5293889,79,KODIAK,,N,N,N,Y
50109.01*A,AIRPORT,Z84,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,CLEAR,CLEAR,PU,PU,231481.4,64.30038889,536819.5,-149.1165278,559,FAIRBANKS,,N,N,N,N
50109.11*A,AIRPORT,CLF,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,CLEAR,CLEAR SKY LODGE,PR,PU,231325.323,64.25703417,537070.501,-149.1862503,650,FAIRBANKS,9/1/1966,N,N,N,N
50112.6*C,SEAPLANE BASE,KCC,AAL,NONE,AK,ALASKA,PRINCE OF WALES,AK,COFFMAN COVE,COFFMAN COVE,PU,PU,201653.294,56.01480389,478202.121,-132.8339225,0,JUNEAU,1/1/1966,N,N,N,
50114.01*C,SEAPLANE BASE,Z87,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,COLD BAY,BLINN LAKE,PU,PU,198905.858,55.25162722,585912.256,-162.7534044,50,COLD BAY,2/1/1971,N,N,N,N
50114.*A,AIRPORT,CDB,AAL,NONE,AK,ALASKA,ALEUTIANS EAST,AK,COLD BAY,COLD BAY,PU,PU,198738.9425,55.20526181,585808.2778,-162.7245216,101,COLD BAY,4/1/1949,N,Y,N,Y
50114.02*A,AIRPORT,1AK3,AAL,NONE,AK,ALASKA,ALEUTIANS EAST,AK,COLD BAY,PORT MOLLER,PU,PR,201621.549,56.00598583,578018.851,-160.5607919,20,COLD BAY,2/1/2001,,,,
50114.35*A,AIRPORT,CXF,AAL,NONE,AK,ALASKA,UPPER YUKON,AK,COLDFOOT,COLDFOOT,PU,PU,242107.8,67.25216667,540734,-150.2038889,1045,FAIRBANKS,1/1/1971,N,N,N,Y
50116.*A,AIRPORT,KCR,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,COLORADO CREEK,COLORADO CREEK,PR,PR,228843.803,63.56772306,561560.557,-155.9890436,860,MC GRATH,10/1/1951,N,N,N,N
50121.5*A,AIRPORT,JLA,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,COOPER LANDING,QUARTZ CREEK,PU,PU,217743.35,60.48426389,539002.44,-149.7229,466,ANCHORAGE,,N,N,N,Y
50122.1*A,AIRPORT,Z93,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,COPPER CENTER,COPPER CENTER 2,PU,PU,222988.284,61.94119,523058.691,-145.2940808,1150,ANCHORAGE,10/1/1952,N,N,N,Y
50125.*A,AIRPORT,CKU,AAL,NONE,AK,ALASKA,CORDOVA-MCCARTHY,AK,CORDOVA,CORDOVA MUNI,PU,PU,217957.12,60.54364444,524613.075,-145.7258542,59,ANCHORAGE,11/1/1940,N,N,N,Y
50124.*A,AIRPORT,CDV,AAL,NONE,AK,ALASKA,CORDOVA-MCCARTHY,AK,CORDOVA,MERLE K (MUDHOLE) SMITH,PU,PU,217770.4,60.49177778,523719.2,-145.4775556,53,ANCHORAGE,1/1/1949,N,N,N,Y
50124.5*A,AIRPORT,AK30,AAL,NONE,AK,ALASKA,CORDOVA-MCCARTHY,AK,CORDOVA,STRAWBERRY POINT,PR,PR,217408.15,60.39115278,525950.87,-146.0974639,50,ANCHORAGE,1/1/2007,,,,
50127.*A,AIRPORT,K29,AAL,NONE,AK,ALASKA,NOME,AK,COUNCIL,COUNCIL,PU,PU,233628.29,64.89674722,589332.595,-163.7034986,100,NOME,11/1/1990,,,,Y
50130.*C,SEAPLANE BASE,CGA,AAL,NONE,AK,ALASKA,PRINCE OF WALES,AK,CRAIG,CRAIG,PU,PU,199723.793,55.47883139,479332.084,-133.1478011,0,KETCHIKAN,,N,N,N,Y
50130.1*H,HELIPORT,1AK0,AAL,NONE,AK,ALASKA,PRINCE OF WALES,AK,CRAIG,CRAIG CG,CG,PR,199710.793,55.47522028,479325.083,-133.1458564,20,KETCHIKAN,5/1/1967,N,N,N,N
50130.01*C,SEAPLANE BASE,5C5,AAL,NONE,AK,ALASKA,KETCHIKAN GATEWAY,AK,CRAIG,EL CAPITAN LODGE,PR,PU,201450.92,55.95858889,479712.14,-133.2533722,0,KETCHIKAN,3/1/2005,,,,
50130.4*A,AIRPORT,1AK1,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,CREVICE CREEK,CREVICE CREEK,PR,PR,242542.34,67.37287222,547257.88,-152.0160778,840,FAIRBANKS,4/1/1951,N,N,N,N
50132.1*A,AIRPORT,CJX,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,CROOKED CREEK,CROOKED CREEK,PU,PU,222724.4,61.86788889,569285.8,-158.1349444,180,MC GRATH,7/1/1978,,,,Y
50132.11*A,AIRPORT,01AA,AAL,NONE,AK,ALASKA,BETHEL,AK,CROOKED CREEK,DONLIN CREEK,PR,PR,223316.915,62.03247639,569651.055,-158.2364042,733,MC GRATH,9/1/2012,,,,
50132.4*A,AIRPORT,1AK2,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,CROSSWIND LAKE,CROSSWIND LAKE,PR,PR,224643.391,62.40094194,525647.897,-146.0133047,2125,ANCHORAGE,,N,N,N,N
50135.1*A,AIRPORT,DCK,AAL,NONE,AK,ALASKA,KOBUK,AK,DAHL CREEK,DAHL CREEK,PU,PU,240993.2211,66.94256142,564808.9271,-156.8913686,260,FAIRBANKS,7/1/1951,N,N,N,Y
50140.72*A,AIRPORT,AK15,AAL,NONE,AK,ALASKA,NORTH SLOPE,AK,DEADHORSE,ALPINE AIRSTRIP,PR,PR,253239.4,70.34427778,543401.1,-150.94475,21,POINT BARROW,2/1/2000,,,,
50140.73*A,AIRPORT,AK78,AAL,NONE,AK,ALASKA,NORTH SLOPE,AK,DEADHORSE,BADAMI,PR,PR,252494.88,70.13746667,529309.58,-147.0304389,25,POINT BARROW,3/1/2003,,,,
50140.75*H,HELIPORT,AA03,AAL,NONE,AK,ALASKA,NORTH SLOPE,AK,DEADHORSE,CENTRAL PAD,PR,PR,252616.6246,70.17128461,526530.8507,-146.2585696,9,POINT BARROW,1/1/2009,,,,
50140.7*A,AIRPORT,SCC,AAL,NONE,AK,ALASKA,NORTH SLOPE,AK,DEADHORSE,DEADHORSE,PU,PU,252703.9651,70.19554586,534476.8444,-148.4657901,67,POINT BARROW,4/1/1970,N,N,N,Y
50140.721*A,AIRPORT,22AK,AAL,NONE,AK,ALASKA,BARROW,AK,DEADHORSE,HELMERICKS,PR,PR,253542.017,70.42833806,541450.436,-150.4028989,7,POINT BARROW,7/1/1979,,,,
50140.8*A,AIRPORT,4AK1,AAL,NONE,AK,ALASKA,NORTH SLOPE,AK,DEADHORSE,INIGOK,PR,PR,252013.7905,70.00383069,551079.2455,-153.0775682,191,POINT BARROW,12/1/2003,,,,
50140.76*A,AIRPORT,37AA,AAL,NONE,AK,ALASKA,NORTH SLOPE,AK,DEADHORSE,POINT THOMSON AIRSTRIP,PR,PR,252489.6,70.136,526644.1,-146.2900278,56,POINT BARROW,9/1/2011,,,,
50145.1*A,AIRPORT,DEE,AAL,NONE,AK,ALASKA,KOBUK,AK,DEERING,DEERING,PU,PU,237848.8,66.06911111,585961.4,-162.7670556,29,NOME,,N,N,N,Y
50146.09*A,AIRPORT,AK77,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,ALL WEST,PR,PR,230189.14,63.94142778,523520.01,-145.422225,1275,ANCHORAGE,5/1/2003,,,,
50146.06*A,AIRPORT,9AK4,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,ARCTIC ANGEL,PR,PR,230894.5,64.13736111,524989.4,-145.8303889,1009,FAIRBANKS,12/1/1992,,,,
50146.07*H,HELIPORT,AK35,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,BUFFALO ROW,PR,PR,230539.905,64.0388625,524660.21,-145.7389472,1180,FAIRBANKS,7/1/2002,,,,
50146.04*A,AIRPORT,45AK,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,CHEROKEE,PR,PR,230262.584,63.96182889,523692.331,-145.4700919,1300,ANCHORAGE,4/1/1988,,,,
50146.022*A,AIRPORT,AA22,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,DELTA DAVES,PR,PR,230878.29,64.13285833,524896.18,-145.8044944,1050,FAIRBANKS,8/1/2008,,,,
50146.02*A,AIRPORT,D66,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,DELTA JUNCTION,PU,PU,230580.42,64.05011667,524600.875,-145.7224653,1150,FAIRBANKS,11/1/1990,,,,
50146.1*A,AIRPORT,76AK,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,POGO MINE AIRSTRIP,PR,PR,232082.87,64.46746389,521715.21,-144.9208917,1350,FAIRBANKS,7/1/2004,,,,
50146.03*A,AIRPORT,29AK,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,REMINGTON FIELD,PR,PR,230578.594,64.04960944,523508.37,-145.4189917,1250,FAIRBANKS,11/1/1982,,,,
50146.012*A,AIRPORT,11AK,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,ROCKING T RANCH,PR,PR,230398.581,63.99960583,523808.344,-145.5023178,1190,ANCHORAGE,2/1/1978,,,,
50146.08*H,HELIPORT,72AK,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,TROPHY LODGE,PR,PR,230497.592,64.02710889,524448.628,-145.6801744,1200,FAIRBANKS,7/1/2002,,,,
50146.05*A,AIRPORT,AK09,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,WINGSONG ESTATES,PR,PR,230578.584,64.04960667,523808.367,-145.5023242,1100,FAIRBANKS,12/1/1991,,,,
50146.*A,AIRPORT,BIG,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION FT GREELY,ALLEN AAF,MR,PR,230382.5771,63.99516031,524592.0888,-145.7200247,1291,ANCHORAGE,,N,N,N,Y
50153.*A,AIRPORT,DLG,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,DILLINGHAM,DILLINGHAM,PU,PU,212560.8,59.04466667,570619.8,-158.5055,82,KODIAK,11/1/1950,N,N,N,Y
50153.01*A,AIRPORT,AK21,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,DILLINGHAM,NUSHAGAK,PR,PR,212877.3,59.13258333,567997.85,-157.7771806,40,KODIAK,2/1/2000,,,,
50154.*C,SEAPLANE BASE,0Z3,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,DILLINGHAM,SHANNONS POND,PU,PU,212612.312,59.05897556,570877.884,-158.57719,80,KODIAK,6/1/1963,N,N,N,N
50156.5*H,HELIPORT,DM2,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,DIOMEDE,DIOMEDE,PU,PU,236731,65.75861111,608231,-168.9530556,20,NOME,2/1/2000,,,,
50165.*A,AIRPORT,AK23,AAL,NONE,AK,ALASKA,ALEUTIANS EAST,AK,DUTCH HARBOR,DRIFTWOOD BAY AIR FORCE STATION,MA,PR,194296,53.97111111,600758,-166.8772222,24,DUTCH HARBOR,2/1/2001,,,,
50175.*A,AIRPORT,EAA,AAL,NONE,AK,ALASKA,UPPER YUKON,AK,EAGLE,EAGLE,PU,PU,233201.1,64.77808333,508138.6,-141.1496111,907,DAWSON,11/1/1949,N,Y,N,Y
50176.03*C,SEAPLANE BASE,D72,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,EAGLE RIVER,D&C FIRE LAKE FLYING CLUB,PR,PU,220869.07,61.35251944,538366.86,-149.54635,295,ANCHORAGE,5/1/2003,,,,
50175.01*A,AIRPORT,47AK,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,EAGLE RIVER,HIGHLAND,PR,PR,220653,61.2925,538317,-149.5325,650,ANCHORAGE,7/1/2002,,,,
50177.*A,AIRPORT,EEK,AAL,NONE,AK,ALASKA,BETHEL,AK,EEK,EEK,PU,PU,216769.3,60.21369444,583358,-162.0438889,26,BETHEL,6/1/1974,N,N,N,Y
50178.1*A,AIRPORT,EII,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,EGEGIK,EGEGIK,PU,PU,209467.765,58.18549028,566551.54,-157.3754278,92,KODIAK,9/1/1994,,,,
50181.7*A,AIRPORT,KKU,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,EKUK,EKUK,PR,PR,211720.293,58.8111925,570811.833,-158.5588425,30,KODIAK,7/1/1962,N,N,N,N
50182.*A,AIRPORT,KEK,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,EKWOK,EKWOK,PU,PU,213684.6,59.35683333,566896.1,-157.4711389,141,KODIAK,10/1/1960,N,N,N,Y
50195.7*H,HELIPORT,ERO,AAL,NONE,AK,ALASKA,SKAGWAY-YAKUTAT,AK,ELDRED ROCK,ELDRED ROCK CG,PU,PR,212295.811,58.97105861,486854.576,-135.2373822,33,JUNEAU,5/1/1967,N,N,N,N
50196.3*C,SEAPLANE BASE,ELV,AAL,NONE,AK,ALASKA,SKAGWAY-YAKUTAT,AK,ELFIN COVE,ELFIN COVE,PU,PU,209502.663,58.19518417,490850.614,-136.3473928,0,JUNEAU,,N,N,N,Y
50197.*A,AIRPORT,ELI,AAL,NONE,AK,ALASKA,NOME,AK,ELIM,ELIM,PU,PU,232613.9,64.61497222,584173.9,-162.2705278,161,NOME,10/1/1952,N,N,N,Y
50197.01*A,AIRPORT,MOS,AAL,NONE,AK,ALASKA,NOME,AK,ELIM,MOSES POINT,PR,PR,232913.455,64.69818194,583406.277,-162.0572992,14,NOME,8/1/1947,N,N,N,Y
50197.3*C,SEAPLANE BASE,1Z9,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,ELLAMAR,ELLAMAR,PU,PU,219218.068,60.89390778,528133.291,-146.7036919,0,ANCHORAGE,6/1/1962,N,N,N,N
50198.61*A,AIRPORT,ENM,AAL,NONE,AK,ALASKA,WADE HAMPTON,AK,EMMONAK,EMMONAK,PU,PU,226030.1,62.78613889,592166.7,-164.49075,16,BETHEL,6/1/1988,,,,
50199.6*C,SEAPLANE BASE,2Z1,AAL,NONE,AK,ALASKA,WRANGELL-PETERSBURG,AK,ENTRANCE ISLAND,ENTRANCE ISLAND,PU,PU,206683.742,57.41215056,480382.196,-133.4394989,0,JUNEAU,,N,N,N,N
50200.19*A,AIRPORT,3AK1,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,EUREKA,SKELTON,PR,PR,222976.74,61.93798333,529812.29,-147.1700806,3289,ANCHORAGE,6/1/2015,,,,
50202.*A,AIRPORT,2Z2,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,EUREKA CREEK,EUREKA CREEK,PU,PU,234633.281,65.17591139,540793.939,-150.2205386,700,FAIRBANKS,8/1/1963,N,N,N,N
50203.*A,AIRPORT,2Z3,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,EVA CREEK,EVA CREEK,PU,PU,230551.6,64.04211111,535907.3,-148.8631389,2817,FAIRBANKS,8/1/1958,N,N,N,N
50208.*C,SEAPLANE BASE,EXI,AAL,NONE,AK,ALASKA,SKAGWAY-YAKUTAT,AK,EXCURSION INLET,EXCURSION INLET,PU,PU,210313.795,58.42049861,487616.518,-135.4490328,0,JUNEAU,4/1/1959,N,N,N,Y
50215.01*A,AIRPORT,AK28,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,CHENA MARINA,PR,PR,233330.5,64.81402778,532506.8,-147.9185556,427,FAIRBANKS,12/1/1991,,,,
50215.*C,SEAPLANE BASE,2Z5,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,CHENA RIVER,PU,PU,233398.438,64.83289944,532253.73,-147.8482583,440,FAIRBANKS,,N,N,N,N
50215.2*A,AIRPORT,31AK,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,DALRYMPLE'S,PR,PR,233398.468,64.83290778,530728.716,-147.4246433,450,FAIRBANKS,6/1/1983,,,,
50217.*A,AIRPORT,EIL,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,EIELSON AFB,MA,PR,232796.32,64.66564444,529565.18,-147.1014389,547,FAIRBANKS,4/1/1949,N,N,N,Y
50219.*A,AIRPORT,FAI,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,FAIRBANKS INTL,PU,PU,233334.4,64.81511111,532283.2,-147.8564444,439,FAIRBANKS,6/1/1951,N,Y,N,Y
50216.32*A,AIRPORT,AK7,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,GOLD KING CREEK,PU,PU,231113,64.19805556,532543,-147.9286111,1720,FAIRBANKS,2/1/2001,,,,
50215.04*A,AIRPORT,32AK,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,HARDROCK FIELD,PR,PR,233673.43,64.90928611,532490.26,-147.9139611,664,FAIRBANKS,7/1/2002,,,,
50215.03*A,AIRPORT,AK22,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,LAKLOEY AIR PARK,PR,PR,233358,64.82166667,531078,-147.5216667,475,FAIRBANKS,2/1/2000,,,,
50215.1*A,AIRPORT,MTF,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,METRO FLD,PR,PR,233304.444,64.80679,531944.716,-147.7624211,432,FAIRBANKS,7/1/1967,N,N,N,N
50215.21*A,AIRPORT,AK52,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,MOEN'S RANCH,PR,PR,233600,64.88888889,531128.14,-147.5355944,582,FAIRBANKS,11/1/2002,,,,
50215.05*A,AIRPORT,25AA,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,SKYFLIGHT,PR,PR,233743.17,64.92865833,532370.06,-147.8805722,1100,FAIRBANKS,5/1/2010,,,,
50218.*A,AIRPORT,83AK,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,TOLOVANA HOT SPRINGS,PR,PR,234923.4,65.2565,535788.92,-148.8302556,800,FAIRBANKS,7/1/2004,,,,
50215.02*H,HELIPORT,1AK9,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,TUNDRA COPTER,PR,PR,233335.437,64.81539917,532303.724,-147.8621456,434,FAIRBANKS,4/1/1976,,,,
50216.3*A,AIRPORT,2AK1,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS /FT WAINWRIGHT/,BLAIR LAKE,MR,PR,231709.461,64.36373917,530509.529,-147.3637581,910,FAIRBANKS,6/1/1971,N,N,N,Y
50216.31*A,AIRPORT,2AK2,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS /FT WAINWRIGHT/,CLEAR CREEK,MR,PR,232032.451,64.45345861,531228.571,-147.5634919,660,FAIRBANKS,6/1/1971,N,N,,
50216.*A,AIRPORT,FBK,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS/FT WAINWRIGHT,LADD AAF,MR,PR,233412.2078,64.83672439,531418.4046,-147.6162235,460,FAIRBANKS,5/1/1949,N,N,N,Y
50221.3*C,SEAPLANE BASE,2Z6,AAL,NONE,AK,ALASKA,SITKA,AK,FALSE ISLAND,FALSE ISLAND,PU,PU,207115.756,57.53215444,486768.424,-135.2134511,0,JUNEAU,5/1/1967,N,N,N,N
50221.5*A,AIRPORT,KFP,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,FALSE PASS,FALSE PASS,PU,PU,197452.3,54.84786111,588265.6,-163.4071111,18,COLD BAY,,N,N,N,Y
50222.*A,AIRPORT,FWL,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,FAREWELL,FAREWELL,PU,PU,225032.8,62.50911111,554005.02,-153.8902833,1535,MC GRATH,9/1/1947,N,N,N,N
50223.1*C,SEAPLANE BASE,FKK,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,FAREWELL LAKE,FAREWELL LAKE,PU,PU,225152.834,62.54245389,553041.036,-153.62251,1052,MC GRATH,7/1/1967,N,N,N,N
50223.*A,AIRPORT,TNW,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,FAREWELL LAKE,TIN CREEK,PU,PU,225115.64,62.53212222,553006.04,-153.6127889,1185,MC GRATH,8/1/1947,N,N,N,N
50225.7*A,AIRPORT,3Z1,AAL,NONE,AK,ALASKA,NOME,AK,FEATHER RIVER,FEATHER RIVER,PU,PU,233394.218,64.83172722,598073.48,-166.1315222,325,NOME,8/1/1963,N,N,N,N
50228.4*H,HELIPORT,2AK3,AAL,NONE,AK,ALASKA,JUNEAU,AK,FIVE FINGER,FIVE FINGER CG,PU,PR,206171.771,57.26993639,481073.225,-133.6314514,48,JUNEAU,5/1/1967,N,N,N,N
50230.*A,AIRPORT,FLT,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,FLAT,FLAT,PU,PU,224829.536,62.45264889,568760.652,-157.98907,309,MC GRATH,8/1/1947,N,N,N,Y
50036.5*A,AIRPORT,FRN,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,FORT RICHARDSON(ANCHORAGE),BRYANT AAF,MR,PR,220557.2375,61.26589931,538751.9075,-149.6533076,386,ANCHORAGE,,N,N,N,Y
50233.02*H,HELIPORT,8AK0,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FORT WAINWRITE,BACH HELIPAD,MR,PR,233391.08,64.83085556,531577.64,-147.6604556,453,FAIRBANKS,9/1/2015,,,,
50235.*A,AIRPORT,FYU,AAL,NONE,AK,ALASKA,UPPER YUKON,AK,FORT YUKON,FORT YUKON,PU,PU,239660.7,66.57241667,522886.8,-145.2463333,447,FAIRBANKS,9/1/1947,N,Y,N,Y
50250.*C,SEAPLANE BASE,FNR,AAL,NONE,AK,ALASKA,ANGOON,AK,FUNTER BAY,FUNTER BAY,PU,PU,209715.789,58.25438583,485632.464,-134.8979067,0,JUNEAU,4/1/1959,N,N,N,Y
50257.5*A,AIRPORT,GBH,AAL,NONE,AK,ALASKA,NOME,AK,GALBRAITH LAKE,GALBRAITH LAKE,PU,PU,246526.8,68.47966667,538163.7,-149.4899167,2662,POINT BARROW,1/1/1971,,,N,Y
50258.*A,AIRPORT,GAL,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,GALENA,EDWARD G PITKA SR,PU,PU,233050.2,64.73616667,564974.6,-156.9373889,152,FAIRBANKS,9/1/1947,N,N,N,N
50260.*A,AIRPORT,GAM,AAL,NONE,AK,ALASKA,NOME,AK,GAMBELL,GAMBELL,PU,PU,229559.8,63.76661111,618238,-171.7327778,29,BETHEL,3/1/1950,N,Y,N,Y
50270.01*H,HELIPORT,AK42,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,GIRDWOOD,ALYESKA RESORT,PR,PR,219492,60.97,536765,-149.1013889,280,ANCHORAGE,3/1/2015,,,,
50270.1*A,AIRPORT,AQY,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,GIRDWOOD,GIRDWOOD,PU,PU,219488.48,60.96902222,536829.645,-149.1193458,150,ANCHORAGE,,N,N,N,Y
50272.*A,AIRPORT,KGZ,AAL,NONE,AK,ALASKA,CORDOVA-MCCARTHY,AK,GLACIER CREEK,GLACIER CREEK,PU,PU,221238.484,61.45513444,512571.423,-142.3809508,2380,ANCHORAGE,1/1/1952,N,N,N,N
50272.36*A,AIRPORT,5AK4,AAL,NONE,AK,ALASKA,UNORGANIZED,AK,GLENNALLEN,SNOWSHOE LAKE AIRPORT AND SEAPLANE BASE,PR,PR,223318.1,62.03280556,528029.88,-146.6749667,2380,,9/1/2015,,,,
50274.2*C,SEAPLANE BASE,3Z8,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,GOLDEN HORN LODGE,GOLDEN HORN LODGE,PR,PU,215089.342,59.74703944,571949.019,-158.8747275,91,KODIAK,3/1/1972,N,N,N,N
